

     Summary: group layer ops

group_layer,group_conv_ops,ic,ih,iw,iact_size,oc,oh,ow,oact_size
Shortcut_13,Conv2d_32.G_swap_3.OC_3,LayerType.Conv2d,34504704,3,3,256,96,1,6,26,r * s * c * (k // g) * h * w
Shortcut_13,Conv2d_32.G_swap_3.OC_2,LayerType.Conv2d,34504704,3,3,256,96,1,6,26,r * s * c * (k // g) * h * w
Shortcut_13,Conv2d_32.G_swap_3.OC_1,LayerType.Conv2d,34504704,3,3,256,96,1,6,26,r * s * c * (k // g) * h * w
Shortcut_13,Conv2d_32.G_swap_3.OC_0,LayerType.Conv2d,34504704,3,3,256,96,1,6,26,r * s * c * (k // g) * h * w
Shortcut_13,PartSlice_G_SQUEZZE_75,LayerType.Slice,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_13,Shortcut_13,LayerType.Concat,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_14,PartSlice_G_EXPAND_76,LayerType.Slice,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_14,Conv2d_33.G_IR_0,LayerType.Conv2d,27262976,1,1,512,256,1,8,26,r * s * c * (k // g) * h * w
Shortcut_14,Conv2d_34.G_swap_0.OC_5,LayerType.Conv2d,13418496,3,3,256,32,1,7,26,r * s * c * (k // g) * h * w
Shortcut_14,Conv2d_34.G_swap_0,LayerType.Concat,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_14,Shortcut_14.G_swap_0,LayerType.Add,0,,,,,,7,26,
Shortcut_14,Conv2d_34.G_swap_0.OC_4,LayerType.Conv2d,40255488,3,3,256,96,1,7,26,r * s * c * (k // g) * h * w
Shortcut_14,Conv2d_34.G_swap_0.OC_3,LayerType.Conv2d,40255488,3,3,256,96,1,7,26,r * s * c * (k // g) * h * w
Shortcut_14,Conv2d_34.G_swap_0.OC_2,LayerType.Conv2d,40255488,3,3,256,96,1,7,26,r * s * c * (k // g) * h * w
Shortcut_14,Conv2d_34.G_swap_0.OC_1,LayerType.Conv2d,40255488,3,3,256,96,1,7,26,r * s * c * (k // g) * h * w
Shortcut_14,Conv2d_34.G_swap_0.OC_0,LayerType.Conv2d,40255488,3,3,256,96,1,7,26,r * s * c * (k // g) * h * w
Shortcut_14,PartSlice_G_SQUEZZE_76,LayerType.Slice,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_14,PartSlice_G_EXPAND_77,LayerType.Slice,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_14,Conv2d_33.G_IR_1,LayerType.Conv2d,30670848,1,1,512,256,1,9,26,r * s * c * (k // g) * h * w
Shortcut_14,Conv2d_34.G_swap_1.OC_5,LayerType.Conv2d,13418496,3,3,256,32,1,7,26,r * s * c * (k // g) * h * w
Shortcut_14,Conv2d_34.G_swap_1,LayerType.Concat,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_14,Shortcut_14.G_swap_1,LayerType.Add,0,,,,,,7,26,
Shortcut_14,Conv2d_34.G_swap_1.OC_4,LayerType.Conv2d,40255488,3,3,256,96,1,7,26,r * s * c * (k // g) * h * w
Shortcut_14,Conv2d_34.G_swap_1.OC_3,LayerType.Conv2d,40255488,3,3,256,96,1,7,26,r * s * c * (k // g) * h * w
Shortcut_14,Conv2d_34.G_swap_1.OC_2,LayerType.Conv2d,40255488,3,3,256,96,1,7,26,r * s * c * (k // g) * h * w
Shortcut_14,Conv2d_34.G_swap_1.OC_1,LayerType.Conv2d,40255488,3,3,256,96,1,7,26,r * s * c * (k // g) * h * w
Shortcut_14,Conv2d_34.G_swap_1.OC_0,LayerType.Conv2d,40255488,3,3,256,96,1,7,26,r * s * c * (k // g) * h * w
Shortcut_14,PartSlice_G_SQUEZZE_77,LayerType.Slice,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_14,PartSlice_G_EXPAND_78,LayerType.Slice,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_14,Conv2d_33.G_IR_2,LayerType.Conv2d,27262976,1,1,512,256,1,8,26,r * s * c * (k // g) * h * w
Shortcut_14,Conv2d_34.G_swap_2.OC_5,LayerType.Conv2d,11501568,3,3,256,32,1,6,26,r * s * c * (k // g) * h * w
Shortcut_14,Conv2d_34.G_swap_2,LayerType.Concat,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_14,Shortcut_14.G_swap_2,LayerType.Add,0,,,,,,6,26,
Shortcut_14,Conv2d_34.G_swap_2.OC_4,LayerType.Conv2d,34504704,3,3,256,96,1,6,26,r * s * c * (k // g) * h * w
Shortcut_14,Conv2d_34.G_swap_2.OC_3,LayerType.Conv2d,34504704,3,3,256,96,1,6,26,r * s * c * (k // g) * h * w
Shortcut_14,Conv2d_34.G_swap_2.OC_2,LayerType.Conv2d,34504704,3,3,256,96,1,6,26,r * s * c * (k // g) * h * w
Shortcut_14,Conv2d_34.G_swap_2.OC_1,LayerType.Conv2d,34504704,3,3,256,96,1,6,26,r * s * c * (k // g) * h * w
Shortcut_14,Conv2d_34.G_swap_2.OC_0,LayerType.Conv2d,34504704,3,3,256,96,1,6,26,r * s * c * (k // g) * h * w
Shortcut_14,PartSlice_G_SQUEZZE_78,LayerType.Slice,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_14,PartSlice_G_EXPAND_79,LayerType.Slice,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_14,Conv2d_33.G_IR_3,LayerType.Conv2d,23855104,1,1,512,256,1,7,26,r * s * c * (k // g) * h * w
Shortcut_14,Conv2d_34.G_swap_3.OC_5,LayerType.Conv2d,11501568,3,3,256,32,1,6,26,r * s * c * (k // g) * h * w
Shortcut_14,Conv2d_34.G_swap_3,LayerType.Concat,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_14,Shortcut_14.G_swap_3,LayerType.Add,0,,,,,,6,26,
Shortcut_14,Conv2d_34.G_swap_3.OC_4,LayerType.Conv2d,34504704,3,3,256,96,1,6,26,r * s * c * (k // g) * h * w
Shortcut_14,Conv2d_34.G_swap_3.OC_3,LayerType.Conv2d,34504704,3,3,256,96,1,6,26,r * s * c * (k // g) * h * w
Shortcut_14,Conv2d_34.G_swap_3.OC_2,LayerType.Conv2d,34504704,3,3,256,96,1,6,26,r * s * c * (k // g) * h * w
Shortcut_14,Conv2d_34.G_swap_3.OC_1,LayerType.Conv2d,34504704,3,3,256,96,1,6,26,r * s * c * (k // g) * h * w
Shortcut_14,Conv2d_34.G_swap_3.OC_0,LayerType.Conv2d,34504704,3,3,256,96,1,6,26,r * s * c * (k // g) * h * w
Shortcut_14,PartSlice_G_SQUEZZE_79,LayerType.Slice,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_14,Shortcut_14,LayerType.Concat,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_15,PartSlice_G_EXPAND_80,LayerType.Slice,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_15,Conv2d_35.G_IR_0,LayerType.Conv2d,27262976,1,1,512,256,1,8,26,r * s * c * (k // g) * h * w
Shortcut_15,Conv2d_36.G_swap_0.OC_5,LayerType.Conv2d,13418496,3,3,256,32,1,7,26,r * s * c * (k // g) * h * w
Shortcut_15,Conv2d_36.G_swap_0,LayerType.Concat,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_15,Shortcut_15.G_swap_0,LayerType.Add,0,,,,,,7,26,
Shortcut_15,Conv2d_36.G_swap_0.OC_4,LayerType.Conv2d,40255488,3,3,256,96,1,7,26,r * s * c * (k // g) * h * w
Shortcut_15,Conv2d_36.G_swap_0.OC_3,LayerType.Conv2d,40255488,3,3,256,96,1,7,26,r * s * c * (k // g) * h * w
Shortcut_15,Conv2d_36.G_swap_0.OC_2,LayerType.Conv2d,40255488,3,3,256,96,1,7,26,r * s * c * (k // g) * h * w
Shortcut_15,Conv2d_36.G_swap_0.OC_1,LayerType.Conv2d,40255488,3,3,256,96,1,7,26,r * s * c * (k // g) * h * w
Shortcut_15,Conv2d_36.G_swap_0.OC_0,LayerType.Conv2d,40255488,3,3,256,96,1,7,26,r * s * c * (k // g) * h * w
Shortcut_15,PartSlice_G_SQUEZZE_80,LayerType.Slice,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_15,PartSlice_G_EXPAND_81,LayerType.Slice,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_15,Conv2d_35.G_IR_1,LayerType.Conv2d,30670848,1,1,512,256,1,9,26,r * s * c * (k // g) * h * w
Shortcut_15,Conv2d_36.G_swap_1.OC_5,LayerType.Conv2d,13418496,3,3,256,32,1,7,26,r * s * c * (k // g) * h * w
Shortcut_15,Conv2d_36.G_swap_1,LayerType.Concat,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_15,Shortcut_15.G_swap_1,LayerType.Add,0,,,,,,7,26,
Shortcut_15,Conv2d_36.G_swap_1.OC_4,LayerType.Conv2d,40255488,3,3,256,96,1,7,26,r * s * c * (k // g) * h * w
Shortcut_15,Conv2d_36.G_swap_1.OC_3,LayerType.Conv2d,40255488,3,3,256,96,1,7,26,r * s * c * (k // g) * h * w
Shortcut_15,Conv2d_36.G_swap_1.OC_2,LayerType.Conv2d,40255488,3,3,256,96,1,7,26,r * s * c * (k // g) * h * w
Shortcut_15,Conv2d_36.G_swap_1.OC_1,LayerType.Conv2d,40255488,3,3,256,96,1,7,26,r * s * c * (k // g) * h * w
Shortcut_15,Conv2d_36.G_swap_1.OC_0,LayerType.Conv2d,40255488,3,3,256,96,1,7,26,r * s * c * (k // g) * h * w
Shortcut_15,PartSlice_G_SQUEZZE_81,LayerType.Slice,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_15,PartSlice_G_EXPAND_82,LayerType.Slice,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_15,Conv2d_35.G_IR_2,LayerType.Conv2d,27262976,1,1,512,256,1,8,26,r * s * c * (k // g) * h * w
Shortcut_15,Conv2d_36.G_swap_2.OC_5,LayerType.Conv2d,11501568,3,3,256,32,1,6,26,r * s * c * (k // g) * h * w
Shortcut_15,Conv2d_36.G_swap_2,LayerType.Concat,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_15,Shortcut_15.G_swap_2,LayerType.Add,0,,,,,,6,26,
Shortcut_15,Conv2d_36.G_swap_2.OC_4,LayerType.Conv2d,34504704,3,3,256,96,1,6,26,r * s * c * (k // g) * h * w
Shortcut_15,Conv2d_36.G_swap_2.OC_3,LayerType.Conv2d,34504704,3,3,256,96,1,6,26,r * s * c * (k // g) * h * w
Shortcut_15,Conv2d_36.G_swap_2.OC_2,LayerType.Conv2d,34504704,3,3,256,96,1,6,26,r * s * c * (k // g) * h * w
Shortcut_15,Conv2d_36.G_swap_2.OC_1,LayerType.Conv2d,34504704,3,3,256,96,1,6,26,r * s * c * (k // g) * h * w
Shortcut_15,Conv2d_36.G_swap_2.OC_0,LayerType.Conv2d,34504704,3,3,256,96,1,6,26,r * s * c * (k // g) * h * w
Shortcut_15,PartSlice_G_SQUEZZE_82,LayerType.Slice,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_15,PartSlice_G_EXPAND_83,LayerType.Slice,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_15,Conv2d_35.G_IR_3,LayerType.Conv2d,23855104,1,1,512,256,1,7,26,r * s * c * (k // g) * h * w
Shortcut_15,Conv2d_36.G_swap_3.OC_5,LayerType.Conv2d,11501568,3,3,256,32,1,6,26,r * s * c * (k // g) * h * w
Shortcut_15,Conv2d_36.G_swap_3,LayerType.Concat,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_15,Shortcut_15.G_swap_3,LayerType.Add,0,,,,,,6,26,
Shortcut_15,Conv2d_36.G_swap_3.OC_4,LayerType.Conv2d,34504704,3,3,256,96,1,6,26,r * s * c * (k // g) * h * w
Shortcut_15,Conv2d_36.G_swap_3.OC_3,LayerType.Conv2d,34504704,3,3,256,96,1,6,26,r * s * c * (k // g) * h * w
Shortcut_15,Conv2d_36.G_swap_3.OC_2,LayerType.Conv2d,34504704,3,3,256,96,1,6,26,r * s * c * (k // g) * h * w
Shortcut_15,Conv2d_36.G_swap_3.OC_1,LayerType.Conv2d,34504704,3,3,256,96,1,6,26,r * s * c * (k // g) * h * w
Shortcut_15,Conv2d_36.G_swap_3.OC_0,LayerType.Conv2d,34504704,3,3,256,96,1,6,26,r * s * c * (k // g) * h * w
Shortcut_15,PartSlice_G_SQUEZZE_83,LayerType.Slice,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_15,Shortcut_15,LayerType.Concat,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_16,PartSlice_G_EXPAND_84,LayerType.Slice,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_16,Conv2d_37.G_IR_0,LayerType.Conv2d,27262976,1,1,512,256,1,8,26,r * s * c * (k // g) * h * w
Shortcut_16,Conv2d_38.G_swap_0.OC_5,LayerType.Conv2d,13418496,3,3,256,32,1,7,26,r * s * c * (k // g) * h * w
Shortcut_16,Conv2d_38.G_swap_0,LayerType.Concat,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_16,Shortcut_16.G_swap_0,LayerType.Add,0,,,,,,7,26,
Shortcut_16,Conv2d_38.G_swap_0.OC_4,LayerType.Conv2d,40255488,3,3,256,96,1,7,26,r * s * c * (k // g) * h * w
Shortcut_16,Conv2d_38.G_swap_0.OC_3,LayerType.Conv2d,40255488,3,3,256,96,1,7,26,r * s * c * (k // g) * h * w
Shortcut_16,Conv2d_38.G_swap_0.OC_2,LayerType.Conv2d,40255488,3,3,256,96,1,7,26,r * s * c * (k // g) * h * w
Shortcut_16,Conv2d_38.G_swap_0.OC_1,LayerType.Conv2d,40255488,3,3,256,96,1,7,26,r * s * c * (k // g) * h * w
Shortcut_16,Conv2d_38.G_swap_0.OC_0,LayerType.Conv2d,40255488,3,3,256,96,1,7,26,r * s * c * (k // g) * h * w
Shortcut_16,PartSlice_G_SQUEZZE_84,LayerType.Slice,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_16,PartSlice_G_EXPAND_85,LayerType.Slice,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_16,Conv2d_37.G_IR_1,LayerType.Conv2d,30670848,1,1,512,256,1,9,26,r * s * c * (k // g) * h * w
Shortcut_16,Conv2d_38.G_swap_1.OC_5,LayerType.Conv2d,13418496,3,3,256,32,1,7,26,r * s * c * (k // g) * h * w
Shortcut_16,Conv2d_38.G_swap_1,LayerType.Concat,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_16,Shortcut_16.G_swap_1,LayerType.Add,0,,,,,,7,26,
Shortcut_16,Conv2d_38.G_swap_1.OC_4,LayerType.Conv2d,40255488,3,3,256,96,1,7,26,r * s * c * (k // g) * h * w
Shortcut_16,Conv2d_38.G_swap_1.OC_3,LayerType.Conv2d,40255488,3,3,256,96,1,7,26,r * s * c * (k // g) * h * w
Shortcut_16,Conv2d_38.G_swap_1.OC_2,LayerType.Conv2d,40255488,3,3,256,96,1,7,26,r * s * c * (k // g) * h * w
Shortcut_16,Conv2d_38.G_swap_1.OC_1,LayerType.Conv2d,40255488,3,3,256,96,1,7,26,r * s * c * (k // g) * h * w
Shortcut_16,Conv2d_38.G_swap_1.OC_0,LayerType.Conv2d,40255488,3,3,256,96,1,7,26,r * s * c * (k // g) * h * w
Shortcut_16,PartSlice_G_SQUEZZE_85,LayerType.Slice,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_16,PartSlice_G_EXPAND_86,LayerType.Slice,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_16,Conv2d_37.G_IR_2,LayerType.Conv2d,27262976,1,1,512,256,1,8,26,r * s * c * (k // g) * h * w
Shortcut_16,Conv2d_38.G_swap_2.OC_5,LayerType.Conv2d,11501568,3,3,256,32,1,6,26,r * s * c * (k // g) * h * w
Shortcut_16,Conv2d_38.G_swap_2,LayerType.Concat,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_16,Shortcut_16.G_swap_2,LayerType.Add,0,,,,,,6,26,
Shortcut_16,Conv2d_38.G_swap_2.OC_4,LayerType.Conv2d,34504704,3,3,256,96,1,6,26,r * s * c * (k // g) * h * w
Shortcut_16,Conv2d_38.G_swap_2.OC_3,LayerType.Conv2d,34504704,3,3,256,96,1,6,26,r * s * c * (k // g) * h * w
Shortcut_16,Conv2d_38.G_swap_2.OC_2,LayerType.Conv2d,34504704,3,3,256,96,1,6,26,r * s * c * (k // g) * h * w
Shortcut_16,Conv2d_38.G_swap_2.OC_1,LayerType.Conv2d,34504704,3,3,256,96,1,6,26,r * s * c * (k // g) * h * w
Shortcut_16,Conv2d_38.G_swap_2.OC_0,LayerType.Conv2d,34504704,3,3,256,96,1,6,26,r * s * c * (k // g) * h * w
Shortcut_16,PartSlice_G_SQUEZZE_86,LayerType.Slice,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_16,PartSlice_G_EXPAND_87,LayerType.Slice,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_16,Conv2d_37.G_IR_3,LayerType.Conv2d,23855104,1,1,512,256,1,7,26,r * s * c * (k // g) * h * w
Shortcut_16,Conv2d_38.G_swap_3.OC_5,LayerType.Conv2d,11501568,3,3,256,32,1,6,26,r * s * c * (k // g) * h * w
Shortcut_16,Conv2d_38.G_swap_3,LayerType.Concat,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_16,Shortcut_16.G_swap_3,LayerType.Add,0,,,,,,6,26,
Shortcut_16,Conv2d_38.G_swap_3.OC_4,LayerType.Conv2d,34504704,3,3,256,96,1,6,26,r * s * c * (k // g) * h * w
Shortcut_16,Conv2d_38.G_swap_3.OC_3,LayerType.Conv2d,34504704,3,3,256,96,1,6,26,r * s * c * (k // g) * h * w
Shortcut_16,Conv2d_38.G_swap_3.OC_2,LayerType.Conv2d,34504704,3,3,256,96,1,6,26,r * s * c * (k // g) * h * w
Shortcut_16,Conv2d_38.G_swap_3.OC_1,LayerType.Conv2d,34504704,3,3,256,96,1,6,26,r * s * c * (k // g) * h * w
Shortcut_16,Conv2d_38.G_swap_3.OC_0,LayerType.Conv2d,34504704,3,3,256,96,1,6,26,r * s * c * (k // g) * h * w
Shortcut_16,PartSlice_G_SQUEZZE_87,LayerType.Slice,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_16,Shortcut_16,LayerType.Concat,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_17,PartSlice_G_EXPAND_88,LayerType.Slice,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_17,Conv2d_39.G_IR_0,LayerType.Conv2d,27262976,1,1,512,256,1,8,26,r * s * c * (k // g) * h * w
Shortcut_17,Conv2d_40.G_swap_0.OC_5,LayerType.Conv2d,13418496,3,3,256,32,1,7,26,r * s * c * (k // g) * h * w
Shortcut_17,Conv2d_40.G_swap_0,LayerType.Concat,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_17,Shortcut_17.G_swap_0,LayerType.Add,0,,,,,,7,26,
Shortcut_17,Conv2d_40.G_swap_0.OC_4,LayerType.Conv2d,40255488,3,3,256,96,1,7,26,r * s * c * (k // g) * h * w
Shortcut_17,Conv2d_40.G_swap_0.OC_3,LayerType.Conv2d,40255488,3,3,256,96,1,7,26,r * s * c * (k // g) * h * w
Shortcut_17,Conv2d_40.G_swap_0.OC_2,LayerType.Conv2d,40255488,3,3,256,96,1,7,26,r * s * c * (k // g) * h * w
Shortcut_17,Conv2d_40.G_swap_0.OC_1,LayerType.Conv2d,40255488,3,3,256,96,1,7,26,r * s * c * (k // g) * h * w
Shortcut_17,Conv2d_40.G_swap_0.OC_0,LayerType.Conv2d,40255488,3,3,256,96,1,7,26,r * s * c * (k // g) * h * w
Shortcut_17,PartSlice_G_SQUEZZE_88,LayerType.Slice,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_17,PartSlice_G_EXPAND_89,LayerType.Slice,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_17,Conv2d_39.G_IR_1,LayerType.Conv2d,30670848,1,1,512,256,1,9,26,r * s * c * (k // g) * h * w
Shortcut_17,Conv2d_40.G_swap_1.OC_5,LayerType.Conv2d,13418496,3,3,256,32,1,7,26,r * s * c * (k // g) * h * w
Shortcut_17,Conv2d_40.G_swap_1,LayerType.Concat,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_17,Shortcut_17.G_swap_1,LayerType.Add,0,,,,,,7,26,
Shortcut_17,Conv2d_40.G_swap_1.OC_4,LayerType.Conv2d,40255488,3,3,256,96,1,7,26,r * s * c * (k // g) * h * w
Shortcut_17,Conv2d_40.G_swap_1.OC_3,LayerType.Conv2d,40255488,3,3,256,96,1,7,26,r * s * c * (k // g) * h * w
Shortcut_17,Conv2d_40.G_swap_1.OC_2,LayerType.Conv2d,40255488,3,3,256,96,1,7,26,r * s * c * (k // g) * h * w
Shortcut_17,Conv2d_40.G_swap_1.OC_1,LayerType.Conv2d,40255488,3,3,256,96,1,7,26,r * s * c * (k // g) * h * w
Shortcut_17,Conv2d_40.G_swap_1.OC_0,LayerType.Conv2d,40255488,3,3,256,96,1,7,26,r * s * c * (k // g) * h * w
Shortcut_17,PartSlice_G_SQUEZZE_89,LayerType.Slice,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_17,PartSlice_G_EXPAND_90,LayerType.Slice,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_17,Conv2d_39.G_IR_2,LayerType.Conv2d,27262976,1,1,512,256,1,8,26,r * s * c * (k // g) * h * w
Shortcut_17,Conv2d_40.G_swap_2.OC_5,LayerType.Conv2d,11501568,3,3,256,32,1,6,26,r * s * c * (k // g) * h * w
Shortcut_17,Conv2d_40.G_swap_2,LayerType.Concat,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_17,Shortcut_17.G_swap_2,LayerType.Add,0,,,,,,6,26,
Shortcut_17,Conv2d_40.G_swap_2.OC_4,LayerType.Conv2d,34504704,3,3,256,96,1,6,26,r * s * c * (k // g) * h * w
Shortcut_17,Conv2d_40.G_swap_2.OC_3,LayerType.Conv2d,34504704,3,3,256,96,1,6,26,r * s * c * (k // g) * h * w
Shortcut_17,Conv2d_40.G_swap_2.OC_2,LayerType.Conv2d,34504704,3,3,256,96,1,6,26,r * s * c * (k // g) * h * w
Shortcut_17,Conv2d_40.G_swap_2.OC_1,LayerType.Conv2d,34504704,3,3,256,96,1,6,26,r * s * c * (k // g) * h * w
Shortcut_17,Conv2d_40.G_swap_2.OC_0,LayerType.Conv2d,34504704,3,3,256,96,1,6,26,r * s * c * (k // g) * h * w
Shortcut_17,PartSlice_G_SQUEZZE_90,LayerType.Slice,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_17,PartSlice_G_EXPAND_91,LayerType.Slice,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_17,Conv2d_39.G_IR_3,LayerType.Conv2d,23855104,1,1,512,256,1,7,26,r * s * c * (k // g) * h * w
Shortcut_17,Conv2d_40.G_swap_3.OC_5,LayerType.Conv2d,11501568,3,3,256,32,1,6,26,r * s * c * (k // g) * h * w
Shortcut_17,Conv2d_40.G_swap_3,LayerType.Concat,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_17,Shortcut_17.G_swap_3,LayerType.Add,0,,,,,,6,26,
Shortcut_17,Conv2d_40.G_swap_3.OC_4,LayerType.Conv2d,34504704,3,3,256,96,1,6,26,r * s * c * (k // g) * h * w
Shortcut_17,Conv2d_40.G_swap_3.OC_3,LayerType.Conv2d,34504704,3,3,256,96,1,6,26,r * s * c * (k // g) * h * w
Shortcut_17,Conv2d_40.G_swap_3.OC_2,LayerType.Conv2d,34504704,3,3,256,96,1,6,26,r * s * c * (k // g) * h * w
Shortcut_17,Conv2d_40.G_swap_3.OC_1,LayerType.Conv2d,34504704,3,3,256,96,1,6,26,r * s * c * (k // g) * h * w
Shortcut_17,Conv2d_40.G_swap_3.OC_0,LayerType.Conv2d,34504704,3,3,256,96,1,6,26,r * s * c * (k // g) * h * w
Shortcut_17,PartSlice_G_SQUEZZE_91,LayerType.Slice,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_17,Shortcut_17,LayerType.Concat,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_18,PartSlice_G_EXPAND_92,LayerType.Slice,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_18,Conv2d_41.G_IR_0,LayerType.Conv2d,27262976,1,1,512,256,1,8,26,r * s * c * (k // g) * h * w
Shortcut_18,Conv2d_42.G_swap_0.OC_5,LayerType.Conv2d,13418496,3,3,256,32,1,7,26,r * s * c * (k // g) * h * w
Shortcut_18,Conv2d_42.G_swap_0,LayerType.Concat,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_18,Shortcut_18.G_swap_0,LayerType.Add,0,,,,,,7,26,
Shortcut_18,Conv2d_42.G_swap_0.OC_4,LayerType.Conv2d,40255488,3,3,256,96,1,7,26,r * s * c * (k // g) * h * w
Shortcut_18,Conv2d_42.G_swap_0.OC_3,LayerType.Conv2d,40255488,3,3,256,96,1,7,26,r * s * c * (k // g) * h * w
Shortcut_18,Conv2d_42.G_swap_0.OC_2,LayerType.Conv2d,40255488,3,3,256,96,1,7,26,r * s * c * (k // g) * h * w
Shortcut_18,Conv2d_42.G_swap_0.OC_1,LayerType.Conv2d,40255488,3,3,256,96,1,7,26,r * s * c * (k // g) * h * w
Shortcut_18,Conv2d_42.G_swap_0.OC_0,LayerType.Conv2d,40255488,3,3,256,96,1,7,26,r * s * c * (k // g) * h * w
Shortcut_18,PartSlice_G_SQUEZZE_92,LayerType.Slice,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_18,PartSlice_G_EXPAND_93,LayerType.Slice,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_18,Conv2d_41.G_IR_1,LayerType.Conv2d,30670848,1,1,512,256,1,9,26,r * s * c * (k // g) * h * w
Shortcut_18,Conv2d_42.G_swap_1.OC_5,LayerType.Conv2d,13418496,3,3,256,32,1,7,26,r * s * c * (k // g) * h * w
Shortcut_18,Conv2d_42.G_swap_1,LayerType.Concat,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_18,Shortcut_18.G_swap_1,LayerType.Add,0,,,,,,7,26,
Shortcut_18,Conv2d_42.G_swap_1.OC_4,LayerType.Conv2d,40255488,3,3,256,96,1,7,26,r * s * c * (k // g) * h * w
Shortcut_18,Conv2d_42.G_swap_1.OC_3,LayerType.Conv2d,40255488,3,3,256,96,1,7,26,r * s * c * (k // g) * h * w
Shortcut_18,Conv2d_42.G_swap_1.OC_2,LayerType.Conv2d,40255488,3,3,256,96,1,7,26,r * s * c * (k // g) * h * w
Shortcut_18,Conv2d_42.G_swap_1.OC_1,LayerType.Conv2d,40255488,3,3,256,96,1,7,26,r * s * c * (k // g) * h * w
